Gene,Raw p-value,BH Adjusted p-value,Significant (BH)
U60115_at,9.121174903743222e-07,5.605591024895296e-05,True
M11147_at,9.24915833760436e-07,5.612722015169185e-05,True
L21936_at,9.29023983433811e-07,5.612722015169185e-05,True
D23673_at,1.0037497725892733e-06,6.013220276293218e-05,True
U27460_at,1.0617033581655774e-06,6.268915383638506e-05,True
L41870_at,1.066703386968931e-06,6.268915383638506e-05,True
L20298_at,1.0728120028109098e-06,6.268915383638506e-05,True
M98045_at,1.0831478244715417e-06,6.277854341998066e-05,True
U68063_at,1.098269736192524e-06,6.305641934326461e-05,True
M13792_at,1.1056322651014274e-06,6.305641934326461e-05,True
D49950_at,1.1512703498500935e-06,6.513814542921679e-05,True
U20998_at,1.2154385423392393e-06,6.822725486879085e-05,True
U10485_at,1.2699605788978537e-06,7.073085130439686e-05,True
AB000449_at,1.319403460230871e-06,7.291494006190604e-05,True
J03589_at,1.3825966976834568e-06,7.581947582911817e-05,True
M63138_at,1.426777277349993e-06,7.764500160479466e-05,True
X66899_at,1.4565796301691203e-06,7.866633472330044e-05,True
X94232_at,1.5104592545878512e-06,8.096288741320896e-05,True
U32944_at,1.5272555549741763e-06,8.125227501052912e-05,True
J04615_at,1.6404121727190201e-06,8.662591392084366e-05,True
U72936_s_at,1.7231590494000237e-06,9.028953689059543e-05,True
X83378_at,1.7351194492932494e-06,9.028953689059543e-05,True
M84526_at,1.7891867432412914e-06,9.23720481997028e-05,True
U50136_rna1_at,1.801054102925893e-06,9.23720481997028e-05,True
U02493_at,1.8820805669991929e-06,9.58086956910034e-05,True
M93056_at,1.8949398362226792e-06,9.58086956910034e-05,True
Z35102_at,1.912800450224857e-06,9.603066485671131e-05,True
M27891_at,2.057829315314338e-06,0.00010203012824240255,True
U26266_s_at,2.0609255809939636e-06,0.00010203012824240255,True
X59350_at,2.1051486919857504e-06,0.0001035007243114925,True
M85169_at,2.1342843819597222e-06,0.00010421447506158122,True
X63753_at,2.2911267700130154e-06,0.00011078708589884119,True
J03798_at,2.3046161673367945e-06,0.00011078708589884119,True
U56833_at,2.3155107026128963e-06,0.00011078708589884119,True
U76638_at,2.39406220286742e-06,0.00011378179629494558,True
U82759_at,2.6430502909607247e-06,0.00012478348029310601,True
U83843_at,2.690137522375429e-06,0.00012617098945404232,True
D38551_at,2.795567323708023e-06,0.00013025881993931044,True
D87078_at,2.8238118390040067e-06,0.00013072048441726988,True
L08895_at,2.9284695709827293e-06,0.00013441771045613225,True
U10868_at,2.9413890911988544e-06,0.00013441771045613225,True
U41654_at,3.108352836265589e-06,0.0001404685387890944,True
Z35227_at,3.1132036931795365e-06,0.0001404685387890944,True
D50063_at,3.270155626018709e-06,0.00014629166595007056,True
D28423_at,3.2833029249559953e-06,0.00014629166595007056,True
D14664_at,3.3952067941211507e-06,0.00015033806978440796,True
U52427_rna1_at,3.5576008000887983e-06,0.0001565563957026731,True
X92106_at,3.85395770161734e-06,0.000167588216796653,True
M38690_at,3.855304748863949e-06,0.000167588216796653,True
X74801_at,3.884103099127472e-06,0.00016781679390108937,True
X52056_at,3.920214485197937e-06,0.00016835668111431383,True
U02556_at,4.5103537296838176e-06,0.00019254078885578405,True
X16546_at,4.5853534768874216e-06,0.00019457729129006206,True
U35451_at,4.674943373714916e-06,0.00019720515568765466,True
M34458_rna1_s_at,4.978220422649251e-06,0.0002087631376062736,True
D30655_at,5.0430777433817e-06,0.00021024620603841016,True
U65928_at,5.109462396029981e-06,0.00021160409319389415,True
U57094_at,5.135013062497361e-06,0.00021160409319389415,True
U90904_at,5.285779357287554e-06,0.0002165650634373734,True
M22898_at,5.660206952929049e-06,0.00023058065924246395,True
U51678_at,5.765863876507456e-06,0.00023355024758875938,True
Y00433_at,5.9067156258499586e-06,0.00023790381749539186,True
AF015913_at,5.992161040926376e-06,0.00023998941607170863,True
M13485_at,6.06166076366989e-06,0.00024039729268027194,True
M93651_at,6.069787162638371e-06,0.00024039729268027194,True
L11669_at,6.117378717020776e-06,0.0002409436070366912,True
X15357_at,6.35531168573364e-06,0.00024893965388788524,True
L19437_at,6.693194072222954e-06,0.00026074197016872914,True
M21551_rna1_at,7.630660804097866e-06,0.00029564663517616134,True
HG3254-HT3431_at,8.059384187695604e-06,0.00031056945877882137,True
U33822_at,8.125798376511216e-06,0.00031144525067821753,True
D28473_s_at,8.683754736909244e-06,0.00033073343027779424,True
U89922_s_at,8.721824223905922e-06,0.00033073343027779424,True
X12447_at,9.607241062510581e-06,0.00036238106632083565,True
M81695_s_at,9.738767959824837e-06,0.00036540882518732245,True
U03911_at,9.832239800079308e-06,0.00036698448971081356,True
S54005_s_at,1.003465781214854e-05,0.00037258893511878615,True
U00802_s_at,1.0613157757987554e-05,0.00039202695158908435,True
U61397_s_at,1.078055212367414e-05,0.00039615750561687086,True
L00634_s_at,1.1365763844886175e-05,0.0004155206689753515,True
U06681_at,1.1517704222530206e-05,0.00041892710919600937,True
D13627_at,1.2002336028077028e-05,0.0004330331556109187,True
D86479_at,1.2027011475797714e-05,0.0004330331556109187,True
U09087_s_at,1.2826106180509129e-05,0.0004594839746776361,True
L41559_at,1.3166168480748137e-05,0.0004693080754962673,True
X74008_at,1.369997334532124e-05,0.0004859060197950006,True
HG4321-HT4591_at,1.438121879796747e-05,0.0005075431129243074,True
M88108_at,1.4526661196396955e-05,0.0005101505796508073,True
X99920_at,1.4914455125732559e-05,0.0005212017185850363,True
M29551_at,1.5036457386157425e-05,0.0005229019741752013,True
D21262_at,1.5131119654572664e-05,0.0005236395729002355,True
X64072_s_at,1.5984114086318576e-05,0.000550486711697416,True
L13278_at,1.609607307302455e-05,0.000551677427584577,True
U16954_at,1.7037632900263596e-05,0.0005811544734257377,True
D21852_at,1.7264382741123205e-05,0.0005833533730614903,True
D87076_at,1.7265754203391002e-05,0.0005833533730614903,True
M74719_at,1.7359887232878764e-05,0.0005837671513358147,True
D80003_at,1.7734330430142988e-05,0.0005935588809224852,True
U30521_at,1.8044571880168663e-05,0.0006011203408117869,True
X17093_at,1.830424769807361e-05,0.0006069347992537989,True
L42379_at,1.855274327970371e-05,0.000612326420560221,True
X62654_rna1_at,2.064481235640046e-05,0.0006782344114690271,True
M94633_at,2.135324424589727e-05,0.0006966463966132897,True
D00860_at,2.1400695870151556e-05,0.0006966463966132897,True
D80001_at,2.1649301294386076e-05,0.0007003836610462,True
K01911_at,2.1863995838192203e-05,0.0007003836610462,True
Y00636_at,2.1923690187343414e-05,0.0007003836610462,True
X80907_at,2.2088465306525023e-05,0.0007003836610462,True
HG4074-HT4344_at,2.209342198501104e-05,0.0007003836610462,True
U36922_at,2.210496896274302e-05,0.0007003836610462,True
M97856_at,2.2280593379948147e-05,0.0007028245584320811,True
U09820_s_at,2.2584796278925554e-05,0.0007092819941518074,True
U14588_at,2.2937701506358202e-05,0.0007172055878895948,True
X14008_rna1_f_at,2.317693033985351e-05,0.0007215211196192824,True
X07438_s_at,2.3754021884804654e-05,0.0007362714000729233,True
U72342_at,2.4286262744954782e-05,0.0007495098143237344,True
M92439_at,2.5223307546839045e-05,0.0007750073635454623,True
U40462_at,2.5329880166375744e-05,0.0007750073635454623,True
U19713_s_at,2.5448843339158328e-05,0.0007753196759182039,True
J05032_at,2.573561900469159e-05,0.0007807201186572185,True
M69023_at,2.632825802035758e-05,0.000795314200962412,True
AB002559_at,2.6625506926650027e-05,0.0008008997421100761,True
J03801_f_at,2.6819533717889906e-05,0.0008033464532556182,True
D86970_at,2.7862304544553152e-05,0.0008310894104523825,True
M19045_f_at,2.8083414561196795e-05,0.0008341944266948832,True
U41635_at,2.97379722956094e-05,0.000876908338723286,True
X85372_at,2.995858025723627e-05,0.000876908338723286,True
D00763_at,2.9994031365085443e-05,0.000876908338723286,True
M63167_at,3.00134148756462e-05,0.000876908338723286,True
U47414_at,3.0873146072749796e-05,0.0008983455442964624,True
L38810_at,3.1242313959681356e-05,0.000905392098449465,True
D86983_at,3.2019936287738414e-05,0.0009241705497784905,True
S82470_at,3.2461677706642635e-05,0.0009331423402042554,True
D50912_at,3.263243990642444e-05,0.0009342837915377503,True
U46006_s_at,3.315554291019035e-05,0.0009454634616269881,True
M14636_at,3.3918067545038874e-05,0.0009633541973250285,True
U51240_at,3.550996374861974e-05,0.001004565601444088,True
L10373_at,3.5714279376065844e-05,0.0010063521647113573,True
M24069_at,3.7602307156499586e-05,0.0010553812902310456,True
U29656_at,3.8420225983590214e-05,0.001074108984458881,True
L42572_at,3.914518441328302e-05,0.0010901016393839633,True
U79287_at,3.948338065763924e-05,0.0010952413257132691,True
U31814_at,4.0185401406059124e-05,0.0011103942892395175,True
M21259_at,4.076347090755143e-05,0.0011194401117926675,True
X13973_at,4.0826824108022667e-05,0.0011194401117926675,True
D29963_at,4.107170800467782e-05,0.0011218398711316023,True
X78627_at,4.136237146123698e-05,0.0011254669700273225,True
U25849_at,4.260684368046767e-05,0.0011549208691941217,True
X06614_at,4.5262739569031993e-05,0.0012222654181349587,True
L42542_at,4.694641848949687e-05,0.0012629472355155593,True
Y00787_s_at,4.796502893870212e-05,0.0012854988394887497,True
Z30426_at,4.867253147606724e-05,0.0012995748198235332,True
M69181_at,4.894112637740873e-05,0.001301870484867712,True
D84276_at,4.9220436309668394e-05,0.0013044330500060447,True
L40410_at,4.951502424500285e-05,0.0013073800290467604,True
M19507_at,5.169048343332074e-05,0.0013597839719414891,True
U41767_s_at,5.221408789358861e-05,0.0013683181087779345,True
U37352_at,5.25820099371373e-05,0.0013683181087779345,True
Y08614_at,5.2607503168165106e-05,0.0013683181087779345,True
U07132_at,5.278264552025978e-05,0.0013683181087779345,True
M31627_at,5.3201456788318855e-05,0.0013696038094113598,True
D50930_at,5.3216475691814654e-05,0.0013696038094113598,True
Z68228_s_at,5.3426678945063954e-05,0.0013700676050336722,True
HG3088-HT3263_at,5.3958215009781525e-05,0.0013787387627409767,True
L06132_at,5.446463656301513e-05,0.0013790624085095952,True
U88047_at,5.446620812356678e-05,0.0013790624085095952,True
M83652_s_at,5.455121324164762e-05,0.0013790624085095952,True
D10495_at,5.53985560883548e-05,0.001391068950436332,True
U89505_at,5.5416409303397144e-05,0.001391068950436332,True
U05572_s_at,5.574932592803057e-05,0.0013945155948804557,True
M13690_s_at,5.629780275656771e-05,0.0014033113141663329,True
U30255_at,5.6502447055818826e-05,0.0014035050350555136,True
X98411_at,5.761285447031894e-05,0.0014261181927739714,True
M14745_at,5.883595857554298e-05,0.001451354839740643,True
X59543_at,6.059446917656026e-05,0.0014895792095162004,True
M37435_at,6.143590994101857e-05,0.0015050742335722385,True
L10838_at,6.18139032166053e-05,0.0015091483425725312,True
U59878_at,6.463800230147052e-05,0.001572710984324858,True
M54992_at,6.580532415217842e-05,0.0015956671968737413,True
HG3549-HT3751_at,6.677113400073068e-05,0.0016103206877512242,True
U15009_at,6.708563487229376e-05,0.0016103206877512242,True
X17025_at,6.708728352673778e-05,0.0016103206877512242,True
M23613_at,6.915679437154062e-05,0.0016544254599822586,True
M63180_at,6.979564051537214e-05,0.0016641241512845753,True
U09564_at,7.017138277830156e-05,0.001667505959421706,True
L03532_at,7.09521423967591e-05,0.0016804578842076268,True
M19989_cds2_at,7.356981689281682e-05,0.0017366861742678513,True
L25931_s_at,7.38163340952737e-05,0.001736754606485829,True
M15395_at,7.505701416572577e-05,0.0017601363618008521,True
L38608_at,7.54266645861967e-05,0.0017630055469999876,True
HG1400-HT1400_s_at,7.758959266649847e-05,0.001807634660521136,True
J02783_at,7.799928523664563e-05,0.0018112602750881,True
X05855_s_at,7.832452142870416e-05,0.0018118573724319467,True
D63479_s_at,7.854712219418346e-05,0.0018118573724319467,True
U10323_at,7.902472853654844e-05,0.0018118573724319467,True
U88964_at,7.90416107204847e-05,0.0018118573724319467,True
X69141_at,7.9574640155175e-05,0.0018182295181610338,True
HG4582-HT4987_at,8.328270034219695e-05,0.0018968765838323388,True
M10901_at,8.355772331758893e-05,0.0018970796481881892,True
D00760_at,8.476281902883499e-05,0.0019183305931954433,True
U47077_at,8.548469433280953e-05,0.001928545524995567,True
M96326_rna1_at,8.676601543913352e-05,0.0019512773629829115,True
M76378_at,8.774475009545621e-05,0.0019611335688623265,True
D85758_at,8.775446885497015e-05,0.0019611335688623265,True
J02645_at,8.887699687291984e-05,0.0019800128459595175,True
U65932_at,9.153403508157795e-05,0.0020328540065313685,True
U37408_at,9.383795611018269e-05,0.0020730553826267587,True
M23161_at,9.392578041638982e-05,0.0020730553826267587,True
HG2274-HT2370_at,9.47363762222839e-05,0.0020740799405021804,True
X75091_s_at,9.500145144574833e-05,0.0020740799405021804,True
U28833_at,9.507260415961589e-05,0.0020740799405021804,True
J02621_s_at,9.513594340639823e-05,0.0020740799405021804,True
X53793_at,9.855043365162117e-05,0.002141969638726852,True
U21090_at,0.00010001467680266119,0.0021671873280430746,True
U59877_s_at,0.00010108038123813438,0.0021836425389292727,True
D38548_at,0.00010155042589869217,0.00218608751216189,True
X72964_at,0.0001018068528598327,0.00218608751216189,True
U77604_at,0.0001028685259262881,0.0022022514154009243,True
X58399_at,0.00010621318630225157,0.0022670473208046453,True
L08246_at,0.00010874000944140261,0.0023140523203216694,True
M62994_at,0.0001095696500741271,0.0023205558188894204,True
X15949_at,0.00010969663500711666,0.0023205558188894204,True
Z21507_at,0.00011127615705399722,0.0023470050995205508,True
M33336_at,0.00011289542138976925,0.0023741340976037315,True
M21535_at,0.00011387254830586795,0.0023876394025662724,True
L08177_at,0.0001149131860876281,0.0024023932657439902,True
D84557_at,0.00011536356510665978,0.0024047568878519813,True
M14483_rna1_s_at,0.00011574285444877221,0.002405629181823024,True
U33429_at,0.00011686041160192153,0.0024217961462502866,True
X86691_at,0.00011900117033235635,0.002459012589273532,True
X85116_rna1_s_at,0.00012092213558752553,0.0024914852734204324,True
Z29067_at,0.00012163654244908661,0.0024989824527940586,True
Z68747_at,0.0001224475148388246,0.0025084147508217833,True
U88666_at,0.00012561322949618625,0.0025658931606828417,True
U61145_at,0.00012871968718731265,0.0026218361427381483,True
M14328_s_at,0.00012946246752333954,0.0026294527947974006,True
M29474_at,0.00013309033305590942,0.0026954573419192564,True
X07743_at,0.0001346035680871983,0.002718381974202937,True
Z22551_at,0.00013626222545740535,0.0027422902734252123,True
U46751_at,0.0001369294637659491,0.0027422902734252123,True
S66431_at,0.00013694141356983806,0.0027422902734252123,True
X05323_at,0.00013807150777332515,0.0027571758513054204,True
HG3494-HT3688_at,0.00013898058065595837,0.0027675769818333164,True
L41067_at,0.00014285310498260087,0.0028367682045152133,True
J03779_at,0.00014678708988908424,0.0029067921217202264,True
D13315_at,0.00014936223353616396,0.0029495938029897866,True
U86782_at,0.00015024429829890834,0.0029588165816931424,True
X61970_at,0.00015270101015122514,0.0029989132269093222,True
D88422_at,0.0001550737201099092,0.003037144369954788,True
M81118_at,0.00015638073343350673,0.003054351366157451,True
X96752_at,0.0001648622461860886,0.003210364019936724,True
X04526_at,0.00016526912544771746,0.003210364019936724,True
M86667_at,0.00016642390191029936,0.0032240108606481637,True
HG1862-HT1897_at,0.00016882261555351916,0.0032548119740350837,True
M98833_at,0.00016914947417280804,0.0032548119740350837,True
J04973_at,0.00016938353799509273,0.0032548119740350837,True
HG1879-HT1919_at,0.00017314400345464973,0.0033181279586779514,True
M63488_at,0.00017745019422321152,0.0033855589157711892,True
M30938_at,0.0001776124329497019,0.0033855589157711892,True
U38545_at,0.00018015005702597806,0.00342477268410186,True
M29536_at,0.00018174116459329428,0.003445831814855306,True
X13238_at,0.0001822594251127871,0.003446491887610237,True
M80254_at,0.00018375625348080723,0.0034656040504356476,True
M63959_at,0.00018583967168051826,0.0034900450148184965,True
X62535_at,0.0001860560927059036,0.0034900450148184965,True
U15555_at,0.00018652085154241088,0.0034900450148184965,True
L19872_at,0.000189307238117111,0.0035329091637091217,True
L41887_rna1_at,0.00019024581508692728,0.003541155132518811,True
Y10807_s_at,0.00019083711962740617,0.0035429110047494232,True
X74301_s_at,0.00019870223707109096,0.0036793460989085905,True
M29971_at,0.00019981300176099114,0.003690328729414782,True
L14848_s_at,0.00020080790482805623,0.0036991202933312995,True
X70394_at,0.0002025413850481858,0.003721436943320919,True
X02317_at,0.00020321208017434368,0.003724161746948319,True
U70867_at,0.0002053129347135109,0.003753015157878511,True
J05614_at,0.00021105869962595886,0.0038481776716968305,True
U40369_rna1_at,0.00021359241362563537,0.003884187851945003,True
X70297_at,0.0002141234150391901,0.003884187851945003,True
X04085_rna1_at,0.00021551043450304303,0.0038994261105893243,True
U24704_at,0.00021653269764998164,0.003908004054548656,True
M60858_rna1_at,0.00022006025451428904,0.003961640288970622,True
J00314_at,0.0002227904522766774,0.003995051132940371,True
X15183_at,0.00022303694079257503,0.003995051132940371,True
M32334_at,0.00022429843163979116,0.004007577742255818,True
X89398_cds2_at,0.00022556547911332106,0.004020140751497165,True
L13848_at,0.00022922746059601305,0.0040675920185478465,True
U73167_cds5_at,0.00022936905477012688,0.0040675920185478465,True
U33286_at,0.00023413246177561166,0.0041331732366548185,True
HG1869-HT1904_at,0.0002344835827751864,0.0041331732366548185,True
X16667_at,0.00023480644702555777,0.0041331732366548185,True
Z69915_at,0.00024010938061256546,0.004216107818687141,True
D63391_at,0.00024208251045248027,0.0042360478894580104,True
M98399_s_at,0.00024243337619566114,0.0042360478894580104,True
D21063_at,0.0002442731581057847,0.004257758787618922,True
U97502_rna1_at,0.00024973959371266813,0.004342423325799052,True
D32050_at,0.00025428400146897947,0.004410682838132249,True
L21954_at,0.0002561477078100161,0.004432225749945643,True
L16991_at,0.0002579384279259306,0.004452404485917577,True
Z50853_at,0.0002593516271843097,0.004465984903857352,True
D43682_s_at,0.00026323895525107296,0.004520797470602017,True
M38449_s_at,0.00026433768649193677,0.004520797470602017,True
M27749_at,0.00026499514149277146,0.004520797470602017,True
D45248_at,0.00026507130631387896,0.004520797470602017,True
S57212_s_at,0.0002692923258944314,0.004581825754895946,True
U37055_rna1_s_at,0.00027129747388290616,0.004597771126578114,True
D63881_at,0.0002715193777934333,0.004597771126578114,True
Z47055_s_at,0.00027262067941901893,0.004605480624592858,True
V00563_at,0.0002756872526126801,0.004646275233748928,True
X95073_at,0.00027724812265059016,0.004661561005603909,True
X59739_at,0.00028418492052136263,0.004766951290345398,True
HG4073-HT4343_at,0.0002862565315307289,0.004790429139160954,True
X66079_at,0.00028942238800570917,0.004826983949133053,True
M81601_at,0.00028979508068858843,0.004826983949133053,True
D55654_at,0.0002935122924077858,0.0048775038055363755,True
D49738_at,0.0002961013127154634,0.004901616848804982,True
D89052_at,0.00029633845726398475,0.004901616848804982,True
X62320_at,0.0003015094724053785,0.004975604233282275,True
D26579_at,0.000308841211022747,0.005084494584954941,True
M80647_at,0.00030953438769398855,0.005084494584954941,True
D21261_at,0.0003166739806011858,0.00518981335104794,True
U44772_at,0.00031741368131274776,0.005190004894675639,True
S76965_at,0.00031905363289769635,0.005204881805326493,True
X52142_at,0.0003217076134564645,0.0052361953797514516,True
Z50115_s_at,0.0003243885823742339,0.0052678045643414885,True
U79274_at,0.0003279324630336267,0.005313251202197102,True
Z68204_at,0.00033422996025760283,0.005392439161012456,True
D49400_at,0.0003343327408006039,0.005392439161012456,True
X54936_at,0.00033703793174872266,0.005423800034845697,True
K02777_s_at,0.00034030375996242255,0.005464021407144392,True
X92814_at,0.0003418197661602586,0.005476029467317941,True
D25304_at,0.0003447029175665514,0.00550983654558732,True
M18255_cds2_s_at,0.00034639596456042865,0.005524511926960393,True
M13452_s_at,0.00034718511975118576,0.0055247382113977755,True
X15573_at,0.0003485230418461017,0.005533676537462938,True
U50928_at,0.00035014165290607187,0.005547021874594192,True
M94362_at,0.00035525123787956707,0.005615490188122913,True
U67963_at,0.0003578398822676006,0.005627962153516573,True
X16983_at,0.00035810628636811544,0.005627962153516573,True
X52192_at,0.0003584085871365583,0.005627962153516573,True
X70683_at,0.00036099431378572246,0.005654480525801495,True
M94856_at,0.0003616837031512809,0.005654480525801495,True
U90546_at,0.00036295697821431104,0.005661970016826747,True
X84373_at,0.00036751456652425534,0.005720548787666848,True
U41766_s_at,0.0003716691844986339,0.005772613543117126,True
L07956_at,0.0003738791847972073,0.005794314583520197,True
D87127_at,0.00037553740901108813,0.005807388695965395,True
X16665_at,0.0003799292500765117,0.005859679881125701,True
X62078_at,0.0003805627416132977,0.005859679881125701,True
AF015950_at,0.00038325986448444876,0.005888490461012145,True
