Gene,Raw p-value,BH Adjusted p-value,Significant (BH)
X17042_at,1.7499322458628307e-06,0.0001599393202661041,True
M31211_s_at,1.993933778350561e-06,0.00017993359374507786,True
M62762_at,2.267772859463464e-06,0.00020208690893893793,True
U36922_at,2.6257616478719398e-06,0.00023109944182319827,True
S57212_s_at,2.740720239800329e-06,0.00023827554377483593,True
X05908_at,2.8726648770808535e-06,0.0002467376856471013,True
V00563_at,2.941382516631798e-06,0.00024963233286985815,True
U77948_at,3.1820372898406593e-06,0.00026687933928557715,True
D87459_at,3.2505747769598635e-06,0.00026929764807833687,True
X64072_s_at,3.337698324884506e-06,0.00026929764807833687,True
X69111_at,3.3429163626918676e-06,0.00026929764807833687,True
U09578_at,3.3907818676627366e-06,0.00026929764807833687,True
M11147_at,3.399745872780238e-06,0.00026929764807833687,True
L07956_at,3.535989745245762e-06,0.00027701176806436305,True
M62994_at,3.7115732523535453e-06,0.0002876065838698742,True
M27891_at,3.7707897427428943e-06,0.0002890533341506892,True
U79253_at,3.9529814289111805e-06,0.00029582393511656693,True
U78027_rna4_at,3.960956295685913e-06,0.00029582393511656693,True
D86970_at,3.983601875605334e-06,0.00029582393511656693,True
U50928_at,4.261195491206158e-06,0.00031241273759155465,True
M22960_at,4.294634350395898e-06,0.00031241273759155465,True
J03798_at,4.541677034860711e-06,0.0003270466220355759,True
U82759_at,4.954079079390384e-06,0.00035317629756974046,True
J03589_at,5.043529819556294e-06,0.0003559933077585824,True
D87076_at,5.589586612547365e-06,0.0003882124464005939,True
L09209_s_at,5.608904752316057e-06,0.0003882124464005939,True
X52142_at,5.890147556418315e-06,0.00040375828778563624,True
U62136_at,6.2006649294813366e-06,0.0004143878774365048,True
U32944_at,6.207904615399475e-06,0.0004143878774365048,True
M16038_at,6.21959642105569e-06,0.0004143878774365048,True
D28473_s_at,6.634312429021701e-06,0.0004355020347532435,True
M23197_at,6.67082288970303e-06,0.0004355020347532435,True
U44772_at,6.719767684507896e-06,0.0004355020347532435,True
M31627_at,6.883073276915674e-06,0.0004420669314516382,True
D63479_s_at,7.2227460493077575e-06,0.0004597406837992411,True
M29971_at,7.388456348245307e-06,0.0004634012028617109,True
X68560_at,7.410259100327541e-06,0.0004634012028617109,True
J03801_f_at,7.490093796106328e-06,0.0004643206841081914,True
U43885_at,7.697063295364017e-06,0.0004720653735398463,True
M19045_f_at,7.74746089271455e-06,0.0004720653735398463,True
U28833_at,7.832647377773422e-06,0.0004732113826792096,True
Z22551_at,8.096480113348009e-06,0.0004850403926727559,True
U60115_at,8.644968717910722e-06,0.0005131924137888786,True
M84526_at,8.710377622170614e-06,0.0005131924137888786,True
X00274_at,8.801332370025051e-06,0.0005143008070976115,True
U46006_s_at,8.977658064065468e-06,0.0005203392222660383,True
U94855_at,9.137245423488111e-06,0.0005253179243874737,True
D83032_at,9.833024169527816e-06,0.0005607970344365104,True
Z68747_at,1.0147512244157163e-05,0.0005733243306753168,True
M55210_at,1.0213520829816978e-05,0.0005733243306753168,True
U72936_s_at,1.0837111470338664e-05,0.0006035763099378463,True
X14008_rna1_f_at,1.1032707542405626e-05,0.0006097067602310831,True
X78669_at,1.178527191814733e-05,0.0006420430106562258,True
U50136_rna1_at,1.1797956851727532e-05,0.0006420430106562258,True
L06175_at,1.2383063422678521e-05,0.0006687792359111756,True
M14745_at,1.253926477692674e-05,0.0006721234480805318,True
M15395_at,1.2685810292267772e-05,0.0006728451810280267,True
L13278_at,1.2788915714237878e-05,0.0006728451810280267,True
K01911_at,1.283587384202716e-05,0.0006728451810280267,True
U06155_at,1.4887700813760322e-05,0.0007747037890605645,True
L21936_at,1.651874812574687e-05,0.0008533489520902133,True
U61734_s_at,1.6668952550476522e-05,0.0008549134009521376,True
U90904_at,1.771750733326909e-05,0.0009022007841348239,True
U43083_at,1.8608208110409966e-05,0.0009408362809866145,True
D87449_at,1.9326885643765855e-05,0.0009702913222141323,True
HG2639-HT2735_s_at,1.9530306039294707e-05,0.0009736472150638599,True
D87436_at,2.0175914581863194e-05,0.0009945346714049618,True
M24486_s_at,2.035997556564319e-05,0.0009945346714049618,True
X63468_at,2.0367802219823878e-05,0.0009945346714049618,True
X95073_at,2.182166262428121e-05,0.0010582764139353792,True
X59417_at,2.2359980686611962e-05,0.0010770560967220046,True
M57466_s_at,2.3264790237310345e-05,0.0011098207404196747,True
U14588_at,2.3351537531624518e-05,0.0011098207404196747,True
M80647_at,2.4408428376543755e-05,0.0011490175529353757,True
D83243_at,2.4615232769336392e-05,0.0011490175529353757,True
U65932_at,2.467573212583964e-05,0.0011490175529353757,True
L00634_s_at,2.482097112526972e-05,0.0011490175529353757,True
M98833_at,2.5202515145741355e-05,0.0011591530998321944,True
X58399_at,2.6206369537945284e-05,0.001194094391375967,True
M22898_at,2.6297211312389793e-05,0.001194094391375967,True
M69023_at,2.9573906919384873e-05,0.0013343821672676885,True
X53416_at,3.2588805171396726e-05,0.0014611672457036935,True
X97335_at,3.6474652966068534e-05,0.001625173756219391,True
M63167_at,3.6892874326820726e-05,0.0016335981433286022,True
HG3494-HT3688_at,3.733899146548885e-05,0.0016403344767886552,True
M54992_at,3.7564456640239396e-05,0.0016403344767886552,True
U68063_at,3.773528604198898e-05,0.0016403344767886552,True
Y00787_s_at,3.835468656439432e-05,0.0016571549122276793,True
U79274_at,3.905589820602057e-05,0.0016772861344019317,True
U07802_at,4.0289521279772196e-05,0.0017199041748712333,True
M27749_at,4.184767378268661e-05,0.0017757861095046,True
M19722_at,4.2995107014949105e-05,0.0018136811710625573,True
D84294_at,4.3388679363701605e-05,0.00181951703049311,True
L42542_at,4.5510279549564686e-05,0.0018973262158412086,True
D86967_at,4.624700505539919e-05,0.0019168308083717487,True
X98534_s_at,4.724923070572143e-05,0.0019430815968173914,True
M94633_at,4.742547311631731e-05,0.0019430815968173914,True
M84332_at,4.829765750057882e-05,0.0019675085732664367,True
U52101_at,5.073979649912764e-05,0.002053958341735607,True
J02783_at,5.099601998698309e-05,0.002053958341735607,True
M83652_s_at,5.144654462825114e-05,0.00206046301491462,True
U43185_s_at,5.230729226738079e-05,0.0020729515374442475,True
L14778_s_at,5.233991818487369e-05,0.0020729515374442475,True
Y07755_at,5.3973995819149864e-05,0.002125859757981875,True
L41870_at,5.435459249247775e-05,0.0021290873070267794,True
U41654_at,5.509072438178694e-05,0.0021461299132117984,True
U29175_at,5.6500205210758825e-05,0.0021890758855842374,True
M27749_r_at,5.76619158582175e-05,0.002222009719747203,True
X72012_at,5.865006612939232e-05,0.0022479372120238596,True
AF015913_at,5.909641111695943e-05,0.0022529321649882553,True
HG4582-HT4987_at,5.9444065856959394e-05,0.002254131624969487,True
M10901_at,6.392323187165322e-05,0.0024111572487461154,True
Z54367_s_at,6.466600513282089e-05,0.0024171157948989115,True
J03779_at,6.475930941586367e-05,0.0024171157948989115,True
X95648_at,6.810370601271157e-05,0.0025287047925240664,True
X15357_at,7.069017522681543e-05,0.002599065402089963,True
M73547_at,7.07278283076803e-05,0.002599065402089963,True
D49489_at,7.388277733970054e-05,0.002701078562331924,True
Y08614_at,7.922694769267868e-05,0.002875202594217283,True
D90224_at,7.945222486475027e-05,0.002875202594217283,True
AF009426_at,8.123362300321203e-05,0.0029200786994456247,True
Y00796_at,8.151152492490942e-05,0.0029200786994456247,True
X15573_at,8.34447368544752e-05,0.0029743876451777686,True
M91432_at,8.4414532601961e-05,0.0029939860841760196,True
X16546_at,8.68207815418603e-05,0.003064085899068921,True
D32050_at,8.944314888719018e-05,0.003141084770526004,True
D43947_at,9.017047091065913e-05,0.003151104348637691,True
AFFX-HSAC07/X00351_5_st,9.392685770262363e-05,0.0032663637490829454,True
X98411_at,9.709652077314856e-05,0.003348581130492014,True
U82275_at,9.723050834785341e-05,0.003348581130492014,True
L11373_at,9.843540532720773e-05,0.003373778868161846,True
X84373_at,0.00010200104569255057,0.003479260549005708,True
L29277_at,0.00010355277125031832,0.0035153700297310443,True
U83463_at,0.00010624236062742213,0.0035826288885062374,True
U75276_s_at,0.00010653911128676145,0.0035826288885062374,True
U85611_at,0.00010951839314069765,0.0036655240596245708,True
AB000449_at,0.00011314680567321874,0.0037692690544129737,True
HG1862-HT1897_at,0.00011445415360919241,0.003795086795720617,True
U03911_at,0.00011558725233194644,0.003810613489354147,True
U25988_at,0.00011599146124138728,0.003810613489354147,True
D61391_at,0.00011693448454370997,0.003823972203266552,True
D87078_at,0.0001190787237381179,0.0038763115138312444,True
U45955_at,0.00012469817596072184,0.0040233146909415055,True
HG1879-HT1919_at,0.00012484170873795612,0.0040233146909415055,True
K01396_at,0.00012528767869112277,0.0040233146909415055,True
D89077_at,0.00012621216540983197,0.004034827476263193,True
D80006_at,0.0001272778858382306,0.004048403987916604,True
D30655_at,0.0001277726044720488,0.004048403987916604,True
M92439_at,0.0001311393892566482,0.004122912070354558,True
J04823_rna1_at,0.00013128083040685719,0.004122912070354558,True
M29474_at,0.00013395579454800457,0.00418846868128388,True
D87292_at,0.00013719674858187243,0.00427107257921471,True
U37352_at,0.00013831450152032048,0.00428714817973202,True
D31886_at,0.0001392209944182102,0.004296564801763725,True
M96326_rna1_at,0.000143737016007969,0.004416815461727634,True
M29932_s_at,0.00014604053827011747,0.004468339044324754,True
M23161_at,0.00014686533851836827,0.00447020151656472,True
X76061_at,0.00014735549956413371,0.00447020151656472,True
X66079_at,0.00014824594695503771,0.004478158287468068,True
U38846_at,0.00015099460561739312,0.0045419432212928075,True
X06614_at,0.00015285764548255155,0.0045786645153155885,True
U40369_rna1_at,0.00015473363461761014,0.0046154647748491325,True
HG2855-HT2995_at,0.0001559080811425489,0.004631119626938463,True
D25304_at,0.00015929211907132884,0.004698029881300023,True
X99584_at,0.000159478640941872,0.004698029881300023,True
X75755_rna1_s_at,0.00016109708030065127,0.00472617730643351,True
D50912_at,0.0001632544251246436,0.0047698393307933785,True
HG1102-HT1102_at,0.00016978097294602772,0.004940279820947884,True
X13973_at,0.0001712663543732261,0.004963243253360687,True
M68864_at,0.00017637322074088907,0.005081895103565972,True
U29656_at,0.00017678636354108025,0.005081895103565972,True
U90651_at,0.00017776267277402777,0.005089438129341542,True
Z19554_s_at,0.0001878547460803218,0.005356865939226457,True
X82200_at,0.00019053965941835227,0.005411781800770651,True
M13452_s_at,0.00019301623078871026,0.0054472940773727324,True
U02556_at,0.00019331819351596315,0.0054472940773727324,True
M29064_at,0.00019629930868329758,0.005501860259561653,True
J04794_at,0.0001972411075357255,0.005501860259561653,True
X69838_at,0.00019756995742008462,0.005501860259561653,True
L09717_at,0.00019835437534892038,0.005502211446935616,True
D13435_at,0.00019990559341690904,0.005517524466628749,True
U07139_at,0.00020045431853792203,0.005517524466628749,True
M33336_at,0.00020149150647517458,0.0055247421140827676,True
D88422_at,0.0002023096318156627,0.005525920939516703,True
M19507_at,0.0002064592307902302,0.005617739909555539,True
D30037_at,0.0002081877782377233,0.005628148176029198,True
X89576_at,0.00020842069272993522,0.005628148176029198,True
X95325_s_at,0.00020974085109582314,0.00564242463193254,True
X05130_s_at,0.00021182757213705937,0.005677138202124422,True
M83233_at,0.00021632593910867295,0.005775983595152545,True
U33822_at,0.0002202869693403108,0.0058597977777129695,True
M61199_at,0.0002256783823900957,0.00598089660988473,True
HG2788-HT2896_at,0.0002281476978201386,0.00599333811603386,True
X62654_rna1_at,0.00022848561961991533,0.00599333811603386,True
M38449_s_at,0.00022962444817654465,0.00599333811603386,True
U41767_s_at,0.00022996555811519438,0.00599333811603386,True
U45285_at,0.00023035133171458517,0.00599333811603386,True
U52427_rna1_at,0.00023274181354288024,0.006033514140898884,True
L07633_at,0.00023683994603972288,0.006117507156946321,True
U90552_at,0.00023780946408905894,0.006120374258089896,True
M93056_at,0.0002403639405417004,0.006163865223459648,True
U33053_at,0.00024306528186576973,0.006210797112620331,True
M57730_at,0.0002443521549357503,0.006221380401917729,True
X70297_at,0.00024689337504617314,0.006241647759196231,True
U51990_at,0.00024715419221120255,0.006241647759196231,True
U90878_at,0.0002477747672678543,0.006241647759196231,True
HG2591-HT2687_s_at,0.00024906939441018847,0.006252168002641668,True
U51004_at,0.00025275041612230804,0.006322307777319066,True
U86782_at,0.00025684898062214377,0.006402364975018402,True
Z48501_s_at,0.0002611092923114374,0.00646598008227162,True
X12447_at,0.00026121507416106414,0.00646598008227162,True
U47414_at,0.00026457239828897133,0.006526424316270161,True
D80000_at,0.0002673730822725991,0.0065727679431771,True
D29963_at,0.0002703576649254277,0.00662329825860266,True
X17025_at,0.0002726883379420467,0.006657517675304283,True
M14328_s_at,0.00027573182639359774,0.006708847066074943,True
U33286_at,0.0002775988931464922,0.006722590503806987,True
X55740_at,0.0002782070362137785,0.006722590503806987,True
D26156_s_at,0.00027912565424700073,0.006722590503806987,True
X80907_at,0.00028703497683889724,0.00687359733907519,True
HG1400-HT1400_s_at,0.00028788423473577517,0.00687359733907519,True
U79291_at,0.00028828806345679363,0.00687359733907519,True
U05681_s_at,0.0002893939113001496,0.006876963978862554,True
U37055_rna1_s_at,0.0002932817089229116,0.006946197019639324,True
X90858_at,0.00029665344441202847,0.007002789421236262,True
M80254_at,0.00030047288823443824,0.0070622289568476795,True
J03925_at,0.00030174569343164703,0.0070622289568476795,True
D43682_s_at,0.00030231051750143317,0.0070622289568476795,True
U30255_at,0.0003031339684100701,0.0070622289568476795,True
X78338_at,0.00030595431622096363,0.0070766932060873314,True
Z32765_at,0.0003076690809696952,0.0070766932060873314,True
L20941_at,0.0003077072995498435,0.0070766932060873314,True
D87446_at,0.0003077254725609584,0.0070766932060873314,True
M28214_at,0.00030951359604077265,0.007086652496218623,True
J05257_at,0.00031014666556602755,0.007086652496218623,True
U67963_at,0.0003169605950204768,0.0072192079293961,True
M13560_s_at,0.00032161109436054034,0.007297982675411753,True
D31764_at,0.00032246662123084616,0.007297982675411753,True
M84739_at,0.0003244800712781177,0.00732031148146108,True
M16652_at,0.00033694065711464073,0.007577444620095501,True
U52682_at,0.00034004991879506454,0.007618106003120359,True
HG3088-HT3263_at,0.0003408859328090047,0.007618106003120359,True
U09820_s_at,0.0003443117833121449,0.00766622910598039,True
L10413_at,0.00034559120020658185,0.00766622910598039,True
J04027_at,0.00034626536290162515,0.00766622910598039,True
X97444_f_at,0.00034802638755560635,0.007681362590971881,True
Z30643_at,0.0003506404872699049,0.007694116323554945,True
Y08765_s_at,0.0003507627725004008,0.007694116323554945,True
L41887_rna1_at,0.00035460812368153557,0.0077546052568272,True
M83664_at,0.00035712917413468413,0.007785852851394995,True
X79440_at,0.00035961827017408864,0.007816215390460604,True
HG3546-HT3744_s_at,0.000369570667715204,0.008008113343895711,True
X89750_at,0.00037174283989355406,0.008030771835154991,True
U97105_at,0.000375009301298901,0.008076861960603823,True
X77584_at,0.0003777772859588794,0.008111970697592926,True
M80563_at,0.00038502700166020553,0.008242815299806621,True
U41635_at,0.00039306183277851834,0.0083896341493355,True
U00802_s_at,0.0004108316402369832,0.008742742576864039,True
M58297_at,0.0004121695189441928,0.00874510863259866,True
U63825_at,0.00042236177292571714,0.008934768780971625,True
S74728_at,0.00042421891327980424,0.008943259458555154,True
HG371-HT26388_s_at,0.00042527212181935715,0.008943259458555154,True
U65928_at,0.00042700462279122726,0.008953282223172527,True
U05340_at,0.0004454532953117882,0.009312717132779291,True
S74221_at,0.0004472880460294041,0.009323732398080766,True
D10495_at,0.000448979939021645,0.009325558072773684,True
D80003_at,0.0004509815468801264,0.009325558072773684,True
D87447_at,0.00045129997687009697,0.009325558072773684,True
U58087_at,0.0004551299671964714,0.009377518890588568,True
L19437_at,0.0004607346690096854,0.00946564108175806,True
X52056_at,0.00046373419079953084,0.009472918102799434,True
X84194_at,0.0004647937840990872,0.009472918102799434,True
D86062_s_at,0.00046515015500247576,0.009472918102799434,True
M23254_at,0.0004664040193691403,0.009472918102799434,True
M28713_at,0.000468263907693665,0.009483674425989028,True
D87077_at,0.0004794505465752939,0.009682727893867621,True
X58431_rna2_s_at,0.00048338691824921666,0.009729193705105067,True
D63874_at,0.0004844808199343946,0.009729193705105067,True
X62320_at,0.0004997709438625243,0.010008053535943641,True
AB002559_at,0.0005019708704379689,0.010023950519194063,True
D84145_at,0.0005061592830175142,0.010057210932863067,True
U97188_at,0.0005064579499085203,0.010057210932863067,True
U73167_cds5_at,0.0005110944735953224,0.01012109028405848,True
U90313_at,0.0005173942013051416,0.010200762577433584,True
U50523_at,0.0005179795277080877,0.010200762577433584,True
U78027_rna3_at,0.0005516772864798987,0.01083445557938071,True
L07597_at,0.0005543731647091263,0.010857489811020223,True
M28130_rna1_s_at,0.0005645320579233822,0.011018205578823857,True
L14848_s_at,0.0005656702541519893,0.011018205578823857,True
U53468_at,0.0005702688238411354,0.01107751074976418,True
U06681_at,0.0005720576942504899,0.0110820633214993,True
D84276_at,0.0005758131908210823,0.011122680657032669,True
X68505_s_at,0.0005774152311863383,0.011122680657032669,True
X59892_at,0.0005788349731742348,0.011122680657032669,True
L08069_at,0.0005978296006155446,0.011456793609645747,True
M26708_s_at,0.0006012108036100063,0.011490701927441647,True
M34996_s_at,0.0006121107905344368,0.011655448990379685,True
D38293_at,0.0006131004869395963,0.011655448990379685,True
U61836_at,0.0006164333276898323,0.011687641471012805,True
HG2846-HT2983_at,0.0006188463663295471,0.011702269882130878,True
X75042_at,0.0006238760970661382,0.011766171153398145,True
U03851_at,0.00062581360600042,0.011771570441100249,True
L40410_at,0.0006285572669518553,0.01179206514763099,True
U07132_at,0.0006322339088527511,0.011829909543861582,True
U70322_at,0.0006424895641346173,0.011990335347423263,True
X77094_at,0.0006529587057928798,0.012153897163439792,True
X70394_at,0.0006553522362185484,0.01216668253125529,True
U24169_at,0.0006615738614753816,0.012250285866124665,True
D49400_at,0.0006704407828752707,0.0123823117645539,True
X04106_at,0.0006823563599386126,0.012569815219644367,True
X63753_at,0.000685826260103102,0.012597783382389462,True
M57710_at,0.0006884420169863452,0.012597783382389462,True
X16665_at,0.0006891759740681569,0.012597783382389462,True
L19161_at,0.0006910043034553803,0.01259889943563531,True
U26424_at,0.000699201995519646,0.012715844454233561,True
AF009301_at,0.0007034662952752695,0.012760842796481925,True
M98399_s_at,0.0007159523028357689,0.012954375550548722,True
M29696_at,0.0007199535175549812,0.012993793991517623,True
U29680_at,0.000726070161661236,0.013071096420411495,True
J03909_at,0.0007312121904102743,0.013130508074143189,True
M33195_at,0.0007356452308382395,0.013146564832741653,True
D50310_at,0.0007357945529897488,0.013146564832741653,True
U26266_s_at,0.0007423166132982638,0.013216958153404155,True
X98833_rna1_at,0.000744329758565429,0.013216958153404155,True
X87212_at,0.0007452962796561188,0.013216958153404155,True
HG3162-HT3339_at,0.0007606873977883155,0.013456427937550624,True
X92475_at,0.0007758813995560188,0.013691233904541727,True
Y00282_at,0.0007818539392453395,0.013747780983243814,True
D50930_at,0.0007829427800809354,0.013747780983243814,True
D85418_at,0.0007938576639127042,0.013905187434972158,True
D14889_at,0.0007972652611476136,0.013921694391018516,True
M24485_s_at,0.0007987057099069397,0.013921694391018516,True
D14664_at,0.0008203990463760117,0.014264938540523384,True
L19872_at,0.0008400690079318763,0.0145714159551006,True
M75715_s_at,0.0008447586928832818,0.014617195926128437,True
M95809_at,0.0008504421628998367,0.014679908424486526,True
M63959_at,0.0008528683504402208,0.014686228189102256,True
D63880_at,0.0008570643069912144,0.014704806680170353,True
U70063_at,0.0008580726019008089,0.014704806680170353,True
L08246_at,0.0008704768483402973,0.014881605400043116,True
S82470_at,0.000876433378213992,0.01494759223274533,True
M37435_at,0.0008799256459635292,0.014971336348625299,True
D30758_at,0.0008831845956527515,0.014991007100972537,True
D26579_at,0.0008874647791577613,0.015022363093370246,True
L06132_at,0.0008892463494742942,0.015022363093370246,True
L38608_at,0.0009225651377022914,0.015548385027611432,True
U84388_at,0.0009294192005103523,0.015626956321788444,True
X86691_at,0.0009530506254134702,0.01598658331428854,True
X74801_at,0.0009672628649986331,0.01617728222509435,True
M63835_at,0.0009689577093723226,0.01617728222509435,True
AF007875_at,0.0009828086883831963,0.016340412767541664,True
M63180_at,0.0009853953731722824,0.016340412767541664,True
J04029_s_at,0.0009856049221549888,0.016340412767541664,True
X93512_at,0.0009924023788272503,0.01641493401081083,True
AF000231_at,0.001009941826811556,0.016659639780286572,True
Y08915_at,0.0010118703920415325,0.016659639780286572,True
L21954_at,0.001025949573467845,0.01683827908485121,True
U32315_at,0.001027444438478086,0.01683827908485121,True
D26018_at,0.0010343199135513495,0.016912079503916447,True
L41559_at,0.0010512556120938598,0.01713973277865302,True
U97502_rna1_at,0.0010530513335741368,0.01713973277865302,True
X78627_at,0.0010577458248775624,0.01717692479624634,True
D13627_at,0.001068862182755281,0.01727923481251765,True
U51678_at,0.001068893610930044,0.01727923481251765,True
M33684_s_at,0.0010721578312934896,0.017292789998396577,True
D86969_at,0.0010819706092542198,0.017411666982784048,True
X63417_at,0.0011069802702961132,0.01777401429491214,True
L42572_at,0.001115333463769338,0.017867892726318228,True
D38024_at,0.0011245826242877448,0.01797567158867115,True
Z68204_at,0.001141287513486207,0.018201876249761006,True
D31884_at,0.001170892534079878,0.018617989317130205,True
L35249_s_at,0.001174478372765607,0.018617989317130205,True
Z23064_at,0.0011752132406660952,0.018617989317130205,True
M96944_at,0.0011892514155643424,0.01879685118803577,True
M94250_at,0.0011927243378729389,0.01879685118803577,True
J00148_cds2_f_at,0.0011968031066257009,0.01879685118803577,True
L42379_at,0.0011970501387807884,0.01879685118803577,True
U01691_s_at,0.0012153552623674335,0.019042346517400954,True
M92357_at,0.0012183727198540805,0.01904776122771873,True
J02645_at,0.0012381467906384914,0.01926145315194899,True
D86479_at,0.0012425266419262406,0.01926145315194899,True
X84709_at,0.0012450807597622837,0.01926145315194899,True
U10868_at,0.0012455007678864709,0.01926145315194899,True
HG3075-HT3236_s_at,0.0012467104681656465,0.01926145315194899,True
X54936_at,0.0012482523995231355,0.01926145315194899,True
U72935_cds3_s_at,0.0012521054758338765,0.01927917913006416,True
X79067_at,0.0012592400393968233,0.0193472462087499,True
K03515_at,0.0012693015134301116,0.019418929360662248,True
X07743_at,0.001273342735688604,0.019418929360662248,True
U46751_at,0.0012737603319938526,0.019418929360662248,True
M92934_at,0.0012748013663613316,0.019418929360662248,True
D42054_at,0.0012899828555952475,0.019608289504346524,True
U75679_at,0.001299330529609743,0.019708356054442253,True
X87613_at,0.0013047062707297842,0.01972368142379213,True
U90551_at,0.0013077051194174114,0.01972368142379213,True
HG3549-HT3751_at,0.001308640947321318,0.01972368142379213,True
X83705_s_at,0.0013211792858874934,0.019851251992002293,True
X06745_at,0.0013226742455044313,0.019851251992002293,True
M10321_s_at,0.0013314811208170198,0.019941447290555744,True
D90086_at,0.0013374133102040415,0.01998830081434929,True
M28209_at,0.0013945964132288666,0.020799326003992865,True
U02020_at,0.0014363066690035943,0.021369571202756447,True
